ZONA,TIPO_DELITO,FECHA_INICIO,AÑO,MES,SEMANA,TOTAL_DELITOS_REAL,TOTAL_DELITOS_PREDICHO,ERROR_ABSOLUTO,ERROR_PORCENTUAL,TIPO_MODELO
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-07-03,2023,7,27,3,2.69,0.31,10.29,INDIVIDUAL
Yariguíes,HURTO,2023-07-03,2023,7,27,2,1.98,0.02,0.8,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-07-10,2023,7,28,56,55.92,0.08,0.15,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-07-10,2023,7,28,3,2.97,0.03,0.9,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-07-10,2023,7,28,3,3.39,0.39,12.87,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-07-10,2023,7,28,1,1.01,0.01,1.17,INDIVIDUAL
Vélez,HURTO,2023-07-10,2023,7,28,1,1.0,0.0,0.31,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-07-10,2023,7,28,4,3.7,0.3,7.49,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-07-10,2023,7,28,3,3.28,0.28,9.19,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-07-10,2023,7,28,24,22.42,1.58,6.59,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-07-10,2023,7,28,1,0.98,0.02,1.53,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-07-10,2023,7,28,8,7.57,0.43,5.35,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-07-10,2023,7,28,6,5.91,0.09,1.44,INDIVIDUAL
Guanentá,HURTO,2023-07-10,2023,7,28,1,1.0,0.0,0.25,POR_TIPO
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-07-17,2023,7,29,38,38.72,0.72,1.91,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-07-17,2023,7,29,3,2.95,0.05,1.51,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-07-17,2023,7,29,2,1.99,0.01,0.43,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-07-17,2023,7,29,15,14.85,0.15,1.02,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-07-17,2023,7,29,1,1.0,0.0,0.23,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-07-17,2023,7,29,3,3.36,0.36,11.91,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-07-17,2023,7,29,1,0.87,0.13,12.94,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2023-07-17,2023,7,29,1,1.01,0.01,1.12,POR_TIPO
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-07-17,2023,7,29,4,4.77,0.77,19.24,INDIVIDUAL
Vélez,HURTO,2023-07-17,2023,7,29,1,1.02,0.02,2.11,INDIVIDUAL
Guanentá,HURTO,2023-07-17,2023,7,29,1,1.0,0.0,0.04,POR_TIPO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-07-17,2023,7,29,63,62.6,0.4,0.64,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-07-17,2023,7,29,1,1.37,0.37,37.02,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-07-24,2023,7,30,48,48.24,0.24,0.5,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-07-24,2023,7,30,1,1.06,0.06,5.61,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-07-24,2023,7,30,2,2.11,0.11,5.7,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-07-24,2023,7,30,48,45.28,2.72,5.67,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-07-24,2023,7,30,7,7.1,0.1,1.39,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-07-24,2023,7,30,6,6.54,0.54,8.98,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-07-24,2023,7,30,8,8.62,0.62,7.72,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-07-24,2023,7,30,1,1.0,0.0,0.3,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-07-24,2023,7,30,7,6.92,0.08,1.14,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-07-24,2023,7,30,1,0.99,0.01,1.24,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-07-24,2023,7,30,4,4.06,0.06,1.47,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-07-24,2023,7,30,9,8.62,0.38,4.19,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-07-31,2023,7,31,2,1.97,0.03,1.36,INDIVIDUAL
García-Rovira,HURTO,2023-07-31,2023,7,31,1,1.0,0.0,0.36,POR_TIPO
Yariguíes,DELITO_SEXUAL,2023-07-31,2023,7,31,5,5.08,0.08,1.53,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-07-31,2023,7,31,47,49.02,2.02,4.3,INDIVIDUAL
Yariguíes,HURTO,2023-07-31,2023,7,31,1,1.05,0.05,4.59,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-07-31,2023,7,31,28,28.57,0.57,2.05,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-07-31,2023,7,31,4,4.68,0.68,17.01,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-07-31,2023,7,31,2,2.1,0.1,4.98,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-07-31,2023,7,31,7,7.49,0.49,6.95,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-07-31,2023,7,31,3,3.0,0.0,0.11,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-07-31,2023,7,31,1,1.66,0.66,66.11,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-07-31,2023,7,31,10,10.19,0.19,1.89,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-08-07,2023,8,32,2,2.34,0.34,16.86,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-08-07,2023,8,32,33,33.94,0.94,2.84,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-08-07,2023,8,32,1,0.89,0.11,11.33,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-08-07,2023,8,32,51,50.79,0.21,0.41,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-08-07,2023,8,32,4,4.18,0.18,4.43,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-08-07,2023,8,32,4,4.16,0.16,3.92,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-08-07,2023,8,32,7,7.18,0.18,2.5,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-08-07,2023,8,32,9,8.89,0.11,1.18,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-08-07,2023,8,32,2,2.0,0.0,0.13,INDIVIDUAL
Guanentá,HURTO,2023-08-07,2023,8,32,1,1.0,0.0,0.15,POR_TIPO
Soto Norte,DELITO_SEXUAL,2023-08-07,2023,8,32,1,1.01,0.01,1.12,POR_TIPO
Comunera,DELITO_SEXUAL,2023-08-07,2023,8,32,1,0.94,0.06,6.33,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-08-14,2023,8,33,3,3.14,0.14,4.62,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-08-14,2023,8,33,33,34.26,1.26,3.82,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-08-14,2023,8,33,2,2.21,0.21,10.53,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-08-14,2023,8,33,2,2.1,0.1,4.76,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-08-14,2023,8,33,43,42.93,0.07,0.17,INDIVIDUAL
García-Rovira,HURTO,2023-08-14,2023,8,33,1,1.0,0.0,0.07,POR_TIPO
Yariguíes,DELITO_SEXUAL,2023-08-14,2023,8,33,8,7.85,0.15,1.87,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-08-14,2023,8,33,3,2.98,0.02,0.75,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-08-14,2023,8,33,6,6.49,0.49,8.2,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-08-14,2023,8,33,10,9.64,0.36,3.55,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-08-14,2023,8,33,3,3.03,0.03,0.99,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-08-14,2023,8,33,2,1.97,0.03,1.45,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-08-14,2023,8,33,1,0.97,0.03,2.56,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-08-21,2023,8,34,1,1.0,0.0,0.29,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-08-21,2023,8,34,2,1.83,0.17,8.46,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-08-21,2023,8,34,30,32.57,2.57,8.56,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-08-21,2023,8,34,1,0.97,0.03,2.52,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-08-21,2023,8,34,11,11.35,0.35,3.23,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-08-21,2023,8,34,3,3.36,0.36,11.91,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-08-21,2023,8,34,1,0.94,0.06,5.76,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-08-21,2023,8,34,2,2.13,0.13,6.62,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-08-21,2023,8,34,57,57.19,0.19,0.33,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-08-21,2023,8,34,5,4.9,0.1,1.97,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-08-21,2023,8,34,5,5.0,0.0,0.04,INDIVIDUAL
García-Rovira,HURTO,2023-08-28,2023,8,35,1,1.0,0.0,0.1,POR_TIPO
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-08-28,2023,8,35,3,3.48,0.48,16.15,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-08-28,2023,8,35,60,58.44,1.56,2.6,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-08-28,2023,8,35,1,0.99,0.01,1.0,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-08-28,2023,8,35,7,6.8,0.2,2.79,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-08-28,2023,8,35,9,9.04,0.04,0.4,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-08-28,2023,8,35,3,3.38,0.38,12.57,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-08-28,2023,8,35,1,0.98,0.02,2.01,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-08-28,2023,8,35,4,4.26,0.26,6.6,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-08-28,2023,8,35,30,30.33,0.33,1.09,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-08-28,2023,8,35,1,1.01,0.01,0.78,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-08-28,2023,8,35,3,3.26,0.26,8.7,INDIVIDUAL
Vélez,HURTO,2023-08-28,2023,8,35,1,1.01,0.01,0.57,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-08-28,2023,8,35,1,1.03,0.03,2.62,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-09-04,2023,9,36,3,2.92,0.08,2.74,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-09-04,2023,9,36,2,1.94,0.06,3.06,INDIVIDUAL
Yariguíes,HURTO,2023-09-04,2023,9,36,1,1.01,0.01,1.26,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-09-04,2023,9,36,7,6.78,0.22,3.13,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-09-04,2023,9,36,1,1.0,0.0,0.34,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-09-04,2023,9,36,42,43.1,1.1,2.63,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-09-04,2023,9,36,4,4.09,0.09,2.32,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-09-04,2023,9,36,1,1.01,0.01,1.46,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-09-04,2023,9,36,5,5.59,0.59,11.8,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-09-04,2023,9,36,7,7.66,0.66,9.42,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-09-04,2023,9,36,50,48.45,1.55,3.1,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-09-04,2023,9,36,2,2.29,0.29,14.4,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-09-04,2023,9,36,2,1.95,0.05,2.66,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-09-11,2023,9,37,3,3.33,0.33,10.84,INDIVIDUAL
Yariguíes,HURTO,2023-09-11,2023,9,37,1,1.02,0.02,1.65,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-09-11,2023,9,37,54,53.77,0.23,0.42,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-09-11,2023,9,37,3,3.18,0.18,5.96,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-09-11,2023,9,37,1,1.03,0.03,2.68,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-09-11,2023,9,37,40,42.06,2.06,5.14,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-09-11,2023,9,37,7,7.35,0.35,4.95,INDIVIDUAL
Vélez,HURTO,2023-09-11,2023,9,37,1,1.0,0.0,0.37,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-09-11,2023,9,37,14,14.16,0.16,1.14,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-09-11,2023,9,37,5,5.18,0.18,3.56,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-09-11,2023,9,37,5,5.01,0.01,0.3,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-09-11,2023,9,37,4,4.01,0.01,0.26,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-09-18,2023,9,38,1,1.0,0.0,0.09,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-09-18,2023,9,38,2,2.16,0.16,8.11,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-09-18,2023,9,38,7,6.97,0.03,0.37,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-09-18,2023,9,38,10,10.02,0.02,0.2,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-09-18,2023,9,38,7,7.58,0.58,8.27,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-09-18,2023,9,38,61,61.05,0.05,0.08,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-09-18,2023,9,38,7,7.06,0.06,0.92,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-09-18,2023,9,38,2,1.97,0.03,1.75,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-09-18,2023,9,38,11,9.65,1.35,12.32,INDIVIDUAL
García-Rovira,HURTO,2023-09-18,2023,9,38,1,1.0,0.0,0.15,POR_TIPO
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-09-18,2023,9,38,33,32.96,0.04,0.12,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-09-25,2023,9,39,7,7.36,0.36,5.08,INDIVIDUAL
Comunera,HURTO,2023-09-25,2023,9,39,1,1.0,0.0,0.15,POR_TIPO
Metropolitana,DELITO_SEXUAL,2023-09-25,2023,9,39,10,9.85,0.15,1.54,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-09-25,2023,9,39,51,50.46,0.54,1.05,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-09-25,2023,9,39,1,0.98,0.02,1.51,INDIVIDUAL
Vélez,HURTO,2023-09-25,2023,9,39,1,1.01,0.01,0.61,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-09-25,2023,9,39,2,1.97,0.03,1.37,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-09-25,2023,9,39,33,33.36,0.36,1.08,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-09-25,2023,9,39,5,5.33,0.33,6.68,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-09-25,2023,9,39,2,1.94,0.06,3.22,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-09-25,2023,9,39,9,9.32,0.32,3.58,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-09-25,2023,9,39,9,9.07,0.07,0.8,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-09-25,2023,9,39,1,1.0,0.0,0.06,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-09-25,2023,9,39,1,1.0,0.0,0.42,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-10-02,2023,10,40,1,1.03,0.03,2.61,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-10-02,2023,10,40,3,3.09,0.09,3.03,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-10-02,2023,10,40,4,4.1,0.1,2.49,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-10-02,2023,10,40,54,54.49,0.49,0.9,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-10-02,2023,10,40,1,1.04,0.04,4.43,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-10-02,2023,10,40,10,11.91,1.91,19.15,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-10-02,2023,10,40,3,3.38,0.38,12.71,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-10-02,2023,10,40,4,4.19,0.19,4.65,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-10-02,2023,10,40,37,38.44,1.44,3.89,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-10-02,2023,10,40,6,6.23,0.23,3.78,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-10-09,2023,10,41,1,1.02,0.02,2.42,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-10-09,2023,10,41,13,13.48,0.48,3.73,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-10-09,2023,10,41,7,6.92,0.08,1.11,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-10-09,2023,10,41,2,2.11,0.11,5.26,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-10-09,2023,10,41,33,34.65,1.65,4.99,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-10-09,2023,10,41,2,2.16,0.16,7.82,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-10-09,2023,10,41,36,34.88,1.12,3.1,INDIVIDUAL
Yariguíes,HURTO,2023-10-09,2023,10,41,1,0.98,0.02,1.84,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-10-09,2023,10,41,1,1.01,0.01,1.07,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-10-09,2023,10,41,1,1.04,0.04,4.48,INDIVIDUAL
Yariguíes,HURTO,2023-10-16,2023,10,42,1,1.0,0.0,0.48,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-10-16,2023,10,42,47,45.73,1.27,2.71,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-10-16,2023,10,42,1,1.01,0.01,0.6,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-10-16,2023,10,42,2,1.93,0.07,3.36,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-10-16,2023,10,42,30,28.86,1.14,3.8,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-10-16,2023,10,42,3,2.98,0.02,0.58,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-10-16,2023,10,42,1,1.01,0.01,0.78,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-10-16,2023,10,42,1,1.11,0.11,11.35,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-10-16,2023,10,42,6,5.94,0.06,1.06,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-10-16,2023,10,42,18,18.68,0.68,3.79,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-10-16,2023,10,42,1,2.01,1.01,100.54,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-10-16,2023,10,42,2,1.96,0.04,2.04,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-10-16,2023,10,42,1,1.02,0.02,2.26,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-10-23,2023,10,43,4,4.03,0.03,0.76,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-10-23,2023,10,43,2,2.24,0.24,12.15,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-10-23,2023,10,43,1,0.99,0.01,1.34,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-10-23,2023,10,43,12,11.98,0.02,0.21,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-10-23,2023,10,43,6,5.82,0.18,3.03,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-10-23,2023,10,43,1,1.01,0.01,0.55,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-10-23,2023,10,43,1,1.04,0.04,4.21,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-10-23,2023,10,43,2,1.96,0.04,2.15,INDIVIDUAL
Guanentá,HURTO,2023-10-23,2023,10,43,1,1.0,0.0,0.27,POR_TIPO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-10-23,2023,10,43,43,42.56,0.44,1.02,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-10-23,2023,10,43,17,20.16,3.16,18.58,INDIVIDUAL
Vélez,HURTO,2023-10-23,2023,10,43,1,1.0,0.0,0.42,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-10-30,2023,10,44,2,2.09,0.09,4.68,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2023-10-30,2023,10,44,1,1.01,0.01,1.12,POR_TIPO
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-10-30,2023,10,44,5,5.03,0.03,0.52,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-10-30,2023,10,44,11,11.27,0.27,2.48,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-10-30,2023,10,44,2,1.91,0.09,4.37,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-10-30,2023,10,44,2,2.04,0.04,1.91,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-10-30,2023,10,44,52,50.22,1.78,3.42,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-10-30,2023,10,44,2,2.46,0.46,22.78,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-10-30,2023,10,44,2,2.03,0.03,1.35,INDIVIDUAL
Soto Norte,HURTO,2023-10-30,2023,10,44,1,1.0,0.0,0.09,POR_TIPO
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-10-30,2023,10,44,1,1.05,0.05,4.9,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-10-30,2023,10,44,2,2.01,0.01,0.38,INDIVIDUAL
Vélez,HURTO,2023-10-30,2023,10,44,1,1.0,0.0,0.48,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-10-30,2023,10,44,2,2.2,0.2,9.96,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-10-30,2023,10,44,41,38.16,2.84,6.93,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-11-06,2023,11,45,4,4.41,0.41,10.14,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-11-06,2023,11,45,2,1.91,0.09,4.36,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-11-06,2023,11,45,4,3.9,0.1,2.48,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-11-06,2023,11,45,9,9.03,0.03,0.34,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2023-11-06,2023,11,45,1,1.01,0.01,1.12,POR_TIPO
Yariguíes,DELITO_SEXUAL,2023-11-06,2023,11,45,4,4.83,0.83,20.7,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-11-06,2023,11,45,33,31.83,1.17,3.56,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-11-06,2023,11,45,2,1.94,0.06,2.94,INDIVIDUAL
García-Rovira,HURTO,2023-11-06,2023,11,45,1,1.0,0.0,0.07,POR_TIPO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-11-06,2023,11,45,47,56.09,9.09,19.34,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-11-06,2023,11,45,10,10.06,0.06,0.55,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-11-06,2023,11,45,3,2.95,0.05,1.56,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-11-13,2023,11,46,8,9.03,1.03,12.9,INDIVIDUAL
Comunera,HURTO,2023-11-13,2023,11,46,2,1.99,0.01,0.49,POR_TIPO
Vélez,DELITO_SEXUAL,2023-11-13,2023,11,46,2,2.02,0.02,0.9,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-11-13,2023,11,46,3,3.34,0.34,11.26,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-11-13,2023,11,46,6,5.3,0.7,11.65,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-11-13,2023,11,46,1,1.56,0.56,56.04,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-11-13,2023,11,46,25,25.13,0.13,0.53,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-11-13,2023,11,46,4,4.08,0.08,1.95,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-11-13,2023,11,46,11,11.04,0.04,0.37,INDIVIDUAL
